Crop Name,Scientific name,Seed Code,soil_type,irrigation_source,fertilizer_used,seed_type,weather_condition,ownership_type,loan_taken,insurance_status,pesticide_usage,last_sowing_date,expected_harvest_date
Rice,Oryza sativa,R7990,Clayey,Tube Well,NPK,Hybrid,Dry Spell,Leased,Yes,Enrolled,High,2024-10-13,2025-01-22
Tur,Cajanus cajan,T2595,Clayey,Drip,Organic,Certified,Dry Spell,Leased,Yes,Enrolled,Low,2024-11-25,2025-03-17
Millet,Various,M1404,Loamy,Canal,DAP,Local,Drought,Owned,Yes,Not Enrolled,High,2024-08-13,2024-11-18
Rice,Oryza sativa,R5701,Laterite,River,NPK,Certified,Flood,Owned,Yes,Not Enrolled,High,2025-03-02,2025-06-15
Wheat,Triticum aestivum,W1898,Arid,Tube Well,Organic,Local,Dry Spell,Owned,Yes,Enrolled,Low,2024-08-27,2025-01-18
Jowar,Sorghum bicolor,J3962,Clayey,Drip,NPK,Hybrid,Flood,Owned,No,Not Enrolled,Medium,2024-07-13,2024-12-19
Groundnut,Arachis hypogaea,G8614,Alluvial,None,Organic,Local,Heatwave,Sharecropped,No,Not Enrolled,None,2025-01-18,2025-04-27
Bajra,Pennisetum glaucum,B3873,Arid,Tube Well,Potash,Certified,Flood,Leased,No,Not Enrolled,High,2024-09-03,2025-02-17
Rice,Oryza sativa,R9411,Black,Rainfed,Urea,Local,Excess Rain,Sharecropped,Yes,Enrolled,Low,2024-12-31,2025-06-26
Gram,Cicer arietinum,G4090,Alluvial,None,Compost,Certified,Excess Rain,Owned,No,Not Enrolled,High,2024-06-04,2024-11-08
Millet,Various,M6838,Loamy,River,Organic,Hybrid,Normal,Owned,Yes,Not Enrolled,None,2025-03-04,2025-06-20
Onion,Allium cepa,O9913,Black,Rainfed,Compost,F1 Hybrid,Heatwave,Owned,Yes,Not Enrolled,High,2024-07-31,2024-12-30
Maize,Zea mays,M4145,Laterite,Canal,Urea,Local,Flood,Owned,No,Enrolled,Medium,2024-12-28,2025-06-01
Jowar,Sorghum bicolor,J7136,Loamy,None,Organic,Hybrid,Flood,Leased,No,Enrolled,None,2024-08-12,2025-01-02
Millet,Various,M6673,Alluvial,River,Urea,F1 Hybrid,Excess Rain,Owned,No,Enrolled,Medium,2024-12-19,2025-03-30
Potato,Solanum tuberosum,P1819,Clayey,River,Compost,Certified,Heatwave,Sharecropped,No,Not Enrolled,Medium,2024-10-04,2025-03-03
Rice,Oryza sativa,R9885,Alluvial,River,Compost,Local,Dry Spell,Sharecropped,Yes,Enrolled,Low,2024-07-11,2024-11-27
Maize,Zea mays,M9691,Saline,Sprinkler,NPK,Local,Drought,Sharecropped,No,Enrolled,Medium,2024-12-21,2025-05-27
Wheat,Triticum aestivum,W6632,Arid,River,Organic,Hybrid,Normal,Owned,Yes,Not Enrolled,High,2024-10-28,2025-04-18
Potato,Solanum tuberosum,P1451,Red,River,Potash,Hybrid,Drought,Owned,Yes,Enrolled,Low,2024-11-01,2025-04-01
Rice,Oryza sativa,R6716,Clayey,Drip,NPK,Local,Heatwave,Owned,No,Not Enrolled,High,2025-03-21,2025-09-01
Soybean,Glycine max,S6210,Black,Drip,NPK,Certified,Normal,Leased,No,Not Enrolled,None,2025-03-01,2025-08-17
Groundnut,Arachis hypogaea,G9632,Alluvial,Tube Well,Compost,F1 Hybrid,Flood,Leased,No,Not Enrolled,Medium,2024-12-03,2025-05-08
Potato,Solanum tuberosum,P4544,Loamy,Sprinkler,Urea,Hybrid,Heatwave,Owned,Yes,Not Enrolled,None,2025-03-12,2025-07-17
Maize,Zea mays,M7069,Red,Drip,Potash,Local,Heatwave,Owned,No,Enrolled,Medium,2024-08-09,2025-02-05
Maize,Zea mays,M9059,Black,Canal,Vermicompost,Local,Dry Spell,Sharecropped,No,Not Enrolled,Medium,2025-03-26,2025-07-30
Rice,Oryza sativa,R1196,Arid,Rainfed,NPK,Local,Excess Rain,Sharecropped,Yes,Enrolled,High,2025-01-06,2025-04-06
Onion,Allium cepa,O6193,Laterite,River,NPK,Hybrid,Normal,Leased,Yes,Not Enrolled,None,2025-02-04,2025-06-09
Potato,Solanum tuberosum,P5525,Loamy,Rainfed,Urea,Local,Drought,Sharecropped,Yes,Enrolled,None,2024-12-26,2025-05-19
Maize,Zea mays,M3505,Loamy,Tube Well,Urea,Local,Excess Rain,Owned,Yes,Not Enrolled,High,2024-09-10,2024-12-18
Sugarcane,Saccharum officinarum,S1071,Alluvial,Tube Well,NPK,Local,Excess Rain,Leased,Yes,Not Enrolled,Medium,2024-08-27,2025-01-10
Rice,Oryza sativa,R7516,Saline,Tube Well,Compost,Local,Drought,Leased,Yes,Not Enrolled,Medium,2025-03-18,2025-07-02
Maize,Zea mays,M3181,Black,Tube Well,DAP,Hybrid,Flood,Sharecropped,No,Not Enrolled,Low,2025-01-12,2025-05-02
Rice,Oryza sativa,R9168,Arid,Tube Well,Organic,Local,Dry Spell,Owned,Yes,Enrolled,High,2025-03-02,2025-06-02
Potato,Solanum tuberosum,P7943,Laterite,Rainfed,DAP,Hybrid,Excess Rain,Sharecropped,Yes,Enrolled,Low,2024-09-19,2025-02-28
Soybean,Glycine max,S4149,Arid,Drip,Organic,Local,Dry Spell,Sharecropped,Yes,Not Enrolled,Medium,2024-07-20,2024-11-24
Jowar,Sorghum bicolor,J8620,Alluvial,Sprinkler,Compost,Local,Dry Spell,Sharecropped,No,Not Enrolled,High,2024-08-17,2025-01-28
Rice,Oryza sativa,R7245,Arid,Tube Well,Vermicompost,Hybrid,Heatwave,Owned,No,Not Enrolled,None,2024-09-06,2025-01-14
Bajra,Pennisetum glaucum,B8136,Loamy,River,Compost,F1 Hybrid,Heatwave,Owned,No,Enrolled,High,2024-11-18,2025-04-21
Gram,Cicer arietinum,G9851,Loamy,None,Organic,Certified,Dry Spell,Sharecropped,Yes,Enrolled,Medium,2025-01-10,2025-05-07
Soybean,Glycine max,S8680,Black,Drip,Compost,Local,Drought,Leased,No,Not Enrolled,Low,2024-11-07,2025-03-24
Rice,Oryza sativa,R5064,Red,Drip,DAP,Certified,Normal,Leased,No,Not Enrolled,Low,2024-06-09,2024-10-14
Cotton,Gossypium hirsutum,C4240,Laterite,None,NPK,Local,Drought,Owned,No,Enrolled,Low,2024-08-12,2025-02-08
Rice,Oryza sativa,R5511,Red,River,Compost,Certified,Normal,Owned,No,Enrolled,None,2024-12-10,2025-03-24
Tur,Cajanus cajan,T4578,Loamy,Sprinkler,NPK,F1 Hybrid,Drought,Sharecropped,Yes,Enrolled,Medium,2024-08-22,2025-02-18
Tur,Cajanus cajan,T5462,Saline,None,NPK,Certified,Normal,Owned,No,Not Enrolled,Medium,2025-01-10,2025-04-19
Groundnut,Arachis hypogaea,G1737,Loamy,Tube Well,Vermicompost,F1 Hybrid,Excess Rain,Sharecropped,Yes,Enrolled,None,2025-02-23,2025-08-17
Potato,Solanum tuberosum,P9212,Arid,Drip,Potash,Local,Flood,Owned,No,Enrolled,None,2024-07-23,2025-01-01
Jowar,Sorghum bicolor,J8224,Laterite,None,DAP,F1 Hybrid,Drought,Owned,No,Enrolled,Low,2024-07-26,2024-12-05
Gram,Cicer arietinum,G7077,Clayey,River,DAP,Certified,Excess Rain,Leased,No,Enrolled,None,2024-10-02,2025-02-19
Onion,Allium cepa,O1339,Black,Tube Well,NPK,F1 Hybrid,Normal,Owned,Yes,Enrolled,High,2025-01-18,2025-05-21
Onion,Allium cepa,O4972,Red,Canal,NPK,Hybrid,Excess Rain,Leased,Yes,Enrolled,Low,2024-09-03,2024-12-06
Soybean,Glycine max,S9836,Black,None,Potash,Hybrid,Dry Spell,Sharecropped,No,Not Enrolled,None,2024-06-02,2024-09-04
Wheat,Triticum aestivum,W3288,Alluvial,Rainfed,Urea,Hybrid,Flood,Leased,Yes,Not Enrolled,Medium,2024-07-06,2024-12-02
Rice,Oryza sativa,R3984,Laterite,Canal,Vermicompost,Hybrid,Drought,Leased,No,Enrolled,Low,2024-09-16,2024-12-30
Maize,Zea mays,M5269,Black,None,Urea,F1 Hybrid,Dry Spell,Leased,Yes,Not Enrolled,Medium,2024-10-20,2025-04-05
Groundnut,Arachis hypogaea,G4224,Clayey,Canal,Organic,Certified,Dry Spell,Owned,No,Not Enrolled,Low,2024-10-04,2025-01-18
Tur,Cajanus cajan,T3021,Saline,Sprinkler,Compost,F1 Hybrid,Heatwave,Leased,No,Not Enrolled,None,2025-02-25,2025-06-30
Bajra,Pennisetum glaucum,B6174,Loamy,None,Compost,F1 Hybrid,Excess Rain,Sharecropped,No,Not Enrolled,Low,2024-06-30,2024-12-25
Gram,Cicer arietinum,G4176,Red,River,DAP,Certified,Drought,Sharecropped,Yes,Enrolled,None,2024-10-25,2025-03-16
Gram,Cicer arietinum,G6467,Clayey,None,DAP,Hybrid,Excess Rain,Leased,No,Enrolled,High,2024-08-01,2025-01-07
Wheat,Triticum aestivum,W6996,Red,None,DAP,Hybrid,Dry Spell,Sharecropped,Yes,Not Enrolled,Medium,2024-12-21,2025-05-31
Cotton,Gossypium hirsutum,C3195,Red,Rainfed,Vermicompost,Certified,Normal,Owned,No,Enrolled,Medium,2024-08-13,2024-12-27
Tur,Cajanus cajan,T4076,Loamy,Canal,Compost,Certified,Dry Spell,Leased,Yes,Enrolled,Low,2025-01-05,2025-05-07
Onion,Allium cepa,O5864,Laterite,Sprinkler,NPK,Local,Flood,Owned,No,Not Enrolled,Medium,2024-06-08,2024-11-24
Onion,Allium cepa,O4192,Alluvial,Drip,Vermicompost,Certified,Flood,Sharecropped,No,Enrolled,Medium,2024-06-19,2024-12-08
Onion,Allium cepa,O5477,Loamy,Drip,Vermicompost,Hybrid,Heatwave,Leased,No,Not Enrolled,Medium,2025-01-26,2025-06-07
Cotton,Gossypium hirsutum,C2311,Clayey,River,Urea,Certified,Dry Spell,Owned,Yes,Enrolled,High,2024-06-25,2024-11-07
Jowar,Sorghum bicolor,J5334,Saline,Canal,Compost,Certified,Excess Rain,Sharecropped,No,Not Enrolled,None,2024-09-10,2025-01-28
Groundnut,Arachis hypogaea,G4356,Alluvial,Rainfed,Potash,Local,Excess Rain,Owned,Yes,Not Enrolled,None,2024-08-27,2025-01-19
Wheat,Triticum aestivum,W5166,Clayey,Sprinkler,Urea,Certified,Drought,Owned,Yes,Not Enrolled,High,2024-11-03,2025-04-01
Millet,Various,M7019,Red,Tube Well,DAP,Certified,Heatwave,Leased,Yes,Enrolled,Medium,2024-07-07,2024-12-20
Maize,Zea mays,M5488,Arid,Canal,NPK,F1 Hybrid,Excess Rain,Owned,Yes,Not Enrolled,None,2025-01-01,2025-04-17
Bajra,Pennisetum glaucum,B2241,Black,None,Vermicompost,Certified,Dry Spell,Leased,Yes,Not Enrolled,Low,2024-10-11,2025-02-13
Maize,Zea mays,M4227,Arid,Rainfed,Vermicompost,Certified,Flood,Owned,Yes,Not Enrolled,Low,2024-06-06,2024-09-11
Cotton,Gossypium hirsutum,C9467,Laterite,Drip,Organic,Hybrid,Excess Rain,Owned,No,Enrolled,None,2024-06-03,2024-11-02
Jowar,Sorghum bicolor,J7678,Clayey,Drip,Potash,F1 Hybrid,Dry Spell,Owned,Yes,Enrolled,Low,2025-03-08,2025-07-15
Bajra,Pennisetum glaucum,B3669,Saline,River,Vermicompost,Certified,Drought,Owned,No,Not Enrolled,None,2025-01-30,2025-07-09
Jowar,Sorghum bicolor,J2788,Laterite,Sprinkler,Urea,F1 Hybrid,Dry Spell,Owned,Yes,Not Enrolled,Low,2024-09-06,2024-12-24
Maize,Zea mays,M7637,Loamy,Rainfed,Compost,F1 Hybrid,Excess Rain,Owned,Yes,Not Enrolled,Medium,2025-01-22,2025-04-26
Wheat,Triticum aestivum,W3853,Arid,Tube Well,DAP,F1 Hybrid,Normal,Owned,No,Not Enrolled,High,2024-11-23,2025-04-02
Maize,Zea mays,M7803,Red,Rainfed,Organic,F1 Hybrid,Flood,Owned,Yes,Not Enrolled,None,2024-07-09,2024-10-19
Rice,Oryza sativa,R8942,Black,Drip,Compost,Hybrid,Heatwave,Sharecropped,No,Not Enrolled,High,2024-08-28,2024-12-25
Jowar,Sorghum bicolor,J7339,Saline,Canal,Urea,Hybrid,Normal,Owned,Yes,Enrolled,Low,2024-11-16,2025-03-20
Jowar,Sorghum bicolor,J1486,Loamy,Drip,Potash,Hybrid,Dry Spell,Sharecropped,Yes,Not Enrolled,None,2025-03-28,2025-09-09
Millet,Various,M9704,Arid,None,NPK,Certified,Normal,Sharecropped,No,Not Enrolled,Medium,2025-03-20,2025-06-30
Wheat,Triticum aestivum,W1286,Laterite,Sprinkler,Organic,Hybrid,Heatwave,Sharecropped,Yes,Not Enrolled,High,2025-03-02,2025-07-12
Potato,Solanum tuberosum,P7367,Arid,Rainfed,NPK,F1 Hybrid,Heatwave,Owned,Yes,Enrolled,Low,2025-02-06,2025-05-08
Potato,Solanum tuberosum,P7078,Saline,Drip,NPK,Certified,Flood,Leased,Yes,Enrolled,Low,2024-12-05,2025-04-29
Jowar,Sorghum bicolor,J6428,Clayey,Rainfed,Potash,F1 Hybrid,Normal,Sharecropped,Yes,Not Enrolled,None,2025-03-24,2025-06-27
Gram,Cicer arietinum,G3405,Black,None,NPK,Hybrid,Dry Spell,Leased,No,Not Enrolled,Low,2024-12-21,2025-04-29
Gram,Cicer arietinum,G9770,Loamy,Rainfed,Organic,F1 Hybrid,Drought,Sharecropped,Yes,Enrolled,None,2025-02-08,2025-07-16
Wheat,Triticum aestivum,W6281,Alluvial,Sprinkler,Potash,Certified,Excess Rain,Owned,No,Not Enrolled,Medium,2024-07-04,2024-11-18
Wheat,Triticum aestivum,W8780,Arid,Canal,Compost,Certified,Flood,Sharecropped,No,Not Enrolled,High,2024-07-22,2024-12-21
Wheat,Triticum aestivum,W5083,Clayey,Sprinkler,Organic,Hybrid,Normal,Leased,Yes,Enrolled,None,2024-09-27,2025-03-17
Maize,Zea mays,M6501,Arid,River,Potash,Certified,Heatwave,Leased,No,Not Enrolled,Low,2025-03-09,2025-08-29
Potato,Solanum tuberosum,P2443,Alluvial,Tube Well,NPK,F1 Hybrid,Drought,Sharecropped,No,Enrolled,None,2024-09-30,2025-03-14
Cotton,Gossypium hirsutum,C3832,Loamy,None,NPK,Certified,Drought,Owned,Yes,Enrolled,High,2024-12-03,2025-05-12
Sugarcane,Saccharum officinarum,S7685,Clayey,River,Potash,Local,Normal,Owned,No,Enrolled,High,2024-07-22,2024-11-10
Groundnut,Arachis hypogaea,G7353,Loamy,None,Urea,F1 Hybrid,Normal,Sharecropped,Yes,Not Enrolled,Low,2024-06-08,2024-09-22
Potato,Solanum tuberosum,P2841,Clayey,River,NPK,Hybrid,Heatwave,Leased,No,Enrolled,None,2025-01-01,2025-04-13
Gram,Cicer arietinum,G3130,Red,Sprinkler,Compost,Certified,Normal,Leased,Yes,Not Enrolled,Low,2024-09-06,2024-12-30
Groundnut,Arachis hypogaea,G9939,Laterite,None,Compost,Certified,Heatwave,Leased,Yes,Not Enrolled,Medium,2024-12-22,2025-05-23
Jowar,Sorghum bicolor,J1413,Arid,None,Potash,Hybrid,Excess Rain,Owned,Yes,Not Enrolled,None,2024-07-05,2025-01-01
Wheat,Triticum aestivum,W6050,Saline,None,NPK,Local,Excess Rain,Sharecropped,No,Not Enrolled,High,2025-01-09,2025-05-26
Gram,Cicer arietinum,G8097,Clayey,River,Urea,Hybrid,Excess Rain,Leased,Yes,Enrolled,Medium,2024-07-07,2024-11-02
Cotton,Gossypium hirsutum,C1633,Red,Tube Well,Organic,Certified,Normal,Owned,No,Enrolled,None,2025-01-25,2025-05-28
Soybean,Glycine max,S4418,Loamy,None,NPK,Certified,Excess Rain,Owned,No,Not Enrolled,None,2024-12-25,2025-03-30
Potato,Solanum tuberosum,P6830,Black,Rainfed,Vermicompost,F1 Hybrid,Normal,Owned,Yes,Enrolled,Medium,2025-02-20,2025-07-14
Cotton,Gossypium hirsutum,C8698,Saline,Rainfed,Organic,F1 Hybrid,Excess Rain,Leased,Yes,Not Enrolled,Low,2025-02-19,2025-07-30
Cotton,Gossypium hirsutum,C5622,Laterite,Sprinkler,Urea,Hybrid,Drought,Sharecropped,Yes,Not Enrolled,High,2024-10-04,2025-02-22
Rice,Oryza sativa,R6806,Laterite,Canal,Vermicompost,Local,Drought,Leased,Yes,Enrolled,High,2024-07-28,2024-11-20
Wheat,Triticum aestivum,W6533,Clayey,None,NPK,Certified,Normal,Leased,Yes,Not Enrolled,Medium,2024-06-18,2024-11-30
Wheat,Triticum aestivum,W9913,Red,Drip,Compost,Hybrid,Excess Rain,Sharecropped,No,Not Enrolled,None,2025-03-02,2025-06-15
Soybean,Glycine max,S1431,Clayey,Rainfed,Urea,Certified,Dry Spell,Owned,No,Not Enrolled,High,2024-06-26,2024-10-04
Maize,Zea mays,M2737,Clayey,Drip,DAP,F1 Hybrid,Flood,Owned,Yes,Not Enrolled,None,2025-03-04,2025-08-16
Groundnut,Arachis hypogaea,G8065,Arid,None,DAP,Local,Drought,Leased,Yes,Not Enrolled,Low,2025-03-20,2025-07-13
Bajra,Pennisetum glaucum,B6608,Clayey,Sprinkler,Organic,F1 Hybrid,Dry Spell,Leased,Yes,Enrolled,Low,2024-10-28,2025-04-02
Onion,Allium cepa,O7325,Saline,Tube Well,Vermicompost,Certified,Excess Rain,Leased,No,Not Enrolled,High,2024-12-08,2025-04-08
Bajra,Pennisetum glaucum,B8074,Alluvial,Rainfed,Urea,Hybrid,Excess Rain,Sharecropped,Yes,Enrolled,Low,2024-07-17,2024-12-21
Millet,Various,M3117,Alluvial,Canal,Urea,Local,Heatwave,Sharecropped,No,Not Enrolled,Medium,2024-06-18,2024-10-30
Groundnut,Arachis hypogaea,G1010,Saline,Tube Well,NPK,Hybrid,Excess Rain,Leased,No,Enrolled,Medium,2025-01-20,2025-06-01
Tur,Cajanus cajan,T5215,Black,None,Potash,Certified,Dry Spell,Leased,Yes,Enrolled,None,2024-08-28,2025-02-24
Groundnut,Arachis hypogaea,G1980,Arid,Drip,Urea,Certified,Drought,Owned,No,Enrolled,Medium,2025-03-27,2025-08-06
Potato,Solanum tuberosum,P3094,Clayey,Sprinkler,Vermicompost,Certified,Drought,Sharecropped,Yes,Not Enrolled,None,2024-06-01,2024-09-10
Rice,Oryza sativa,R8515,Arid,None,Vermicompost,Certified,Excess Rain,Owned,Yes,Not Enrolled,High,2025-03-12,2025-08-30
Wheat,Triticum aestivum,W8441,Saline,River,DAP,Local,Excess Rain,Owned,No,Enrolled,High,2024-11-01,2025-02-26
Tur,Cajanus cajan,T9099,Red,Rainfed,Potash,Hybrid,Flood,Leased,No,Not Enrolled,Medium,2024-10-21,2025-02-26
Rice,Oryza sativa,R3100,Clayey,Tube Well,Vermicompost,Hybrid,Drought,Sharecropped,Yes,Not Enrolled,Low,2024-12-19,2025-05-18
Groundnut,Arachis hypogaea,G8253,Red,Canal,Vermicompost,Hybrid,Dry Spell,Sharecropped,Yes,Enrolled,High,2024-10-02,2025-03-17
Maize,Zea mays,M5475,Loamy,Drip,Compost,Hybrid,Excess Rain,Sharecropped,Yes,Not Enrolled,None,2024-06-14,2024-10-22
Millet,Various,M2752,Red,River,Vermicompost,Local,Excess Rain,Sharecropped,Yes,Enrolled,None,2024-12-31,2025-06-15
Potato,Solanum tuberosum,P3845,Laterite,Drip,NPK,F1 Hybrid,Excess Rain,Sharecropped,No,Not Enrolled,None,2024-07-29,2025-01-06
Sugarcane,Saccharum officinarum,S2363,Red,Tube Well,Vermicompost,F1 Hybrid,Dry Spell,Leased,Yes,Enrolled,None,2024-10-04,2025-02-03
Potato,Solanum tuberosum,P8855,Laterite,Drip,NPK,F1 Hybrid,Heatwave,Owned,No,Enrolled,Medium,2025-03-16,2025-09-05
Cotton,Gossypium hirsutum,C8023,Red,Canal,Compost,Local,Excess Rain,Sharecropped,Yes,Enrolled,Medium,2024-10-04,2025-03-29
Jowar,Sorghum bicolor,J8157,Arid,None,DAP,Certified,Flood,Leased,No,Not Enrolled,High,2024-07-23,2024-12-07
Cotton,Gossypium hirsutum,C7551,Saline,Sprinkler,Organic,F1 Hybrid,Flood,Owned,No,Enrolled,Medium,2025-03-14,2025-07-20
Jowar,Sorghum bicolor,J7188,Arid,Drip,NPK,Hybrid,Heatwave,Owned,No,Not Enrolled,None,2024-08-29,2024-12-26
Soybean,Glycine max,S7263,Arid,None,Vermicompost,F1 Hybrid,Heatwave,Leased,No,Not Enrolled,None,2024-07-20,2025-01-11
Maize,Zea mays,M8186,Laterite,Canal,NPK,Hybrid,Dry Spell,Owned,Yes,Not Enrolled,None,2024-11-08,2025-04-29
Maize,Zea mays,M5839,Loamy,River,Potash,F1 Hybrid,Excess Rain,Leased,Yes,Not Enrolled,None,2025-01-21,2025-07-16
Wheat,Triticum aestivum,W8474,Red,Canal,NPK,Certified,Excess Rain,Owned,No,Not Enrolled,High,2024-10-29,2025-03-27
Cotton,Gossypium hirsutum,C1983,Clayey,None,Organic,Hybrid,Normal,Leased,No,Enrolled,None,2024-12-12,2025-04-01
Groundnut,Arachis hypogaea,G7266,Alluvial,None,Compost,F1 Hybrid,Heatwave,Owned,No,Enrolled,None,2024-06-21,2024-09-24
Jowar,Sorghum bicolor,J1632,Saline,Sprinkler,Compost,Local,Flood,Sharecropped,Yes,Enrolled,High,2024-08-05,2024-12-12
Tur,Cajanus cajan,T7046,Red,Canal,NPK,Local,Flood,Sharecropped,No,Enrolled,None,2025-03-06,2025-08-26
Bajra,Pennisetum glaucum,B3720,Laterite,River,Urea,F1 Hybrid,Flood,Owned,Yes,Not Enrolled,High,2025-02-12,2025-05-29
Soybean,Glycine max,S3017,Black,Tube Well,Vermicompost,Hybrid,Heatwave,Owned,No,Not Enrolled,Medium,2025-01-18,2025-06-16
Soybean,Glycine max,S9685,Alluvial,Rainfed,Compost,Certified,Flood,Leased,Yes,Not Enrolled,Low,2024-11-24,2025-04-27
Bajra,Pennisetum glaucum,B8712,Clayey,River,Potash,F1 Hybrid,Normal,Leased,No,Enrolled,None,2024-10-15,2025-04-07
Bajra,Pennisetum glaucum,B7871,Loamy,Rainfed,Urea,Local,Excess Rain,Leased,No,Not Enrolled,None,2025-01-06,2025-06-22
Cotton,Gossypium hirsutum,C9794,Red,None,Vermicompost,F1 Hybrid,Heatwave,Sharecropped,No,Not Enrolled,High,2025-01-16,2025-07-10
Onion,Allium cepa,O7844,Black,Sprinkler,DAP,Local,Drought,Sharecropped,No,Enrolled,None,2024-10-12,2025-03-13
Rice,Oryza sativa,R7142,Loamy,Sprinkler,Urea,Local,Normal,Leased,Yes,Not Enrolled,Low,2024-06-24,2024-12-21
Soybean,Glycine max,S4878,Loamy,Sprinkler,Urea,Hybrid,Normal,Sharecropped,No,Not Enrolled,Low,2024-07-09,2024-11-02
Gram,Cicer arietinum,G7244,Red,Canal,Urea,F1 Hybrid,Drought,Sharecropped,No,Enrolled,None,2024-10-25,2025-04-19
Groundnut,Arachis hypogaea,G4635,Laterite,None,DAP,Local,Normal,Sharecropped,No,Not Enrolled,None,2025-02-25,2025-07-15
Potato,Solanum tuberosum,P5950,Saline,None,Compost,Local,Normal,Sharecropped,Yes,Not Enrolled,Low,2024-11-21,2025-03-03
Sugarcane,Saccharum officinarum,S5565,Saline,Rainfed,NPK,F1 Hybrid,Normal,Sharecropped,Yes,Enrolled,Medium,2024-08-03,2024-12-19
Sugarcane,Saccharum officinarum,S5149,Red,Drip,Compost,Local,Flood,Leased,No,Enrolled,High,2025-01-28,2025-05-30
Soybean,Glycine max,S8913,Loamy,Canal,Urea,Hybrid,Normal,Leased,No,Not Enrolled,Medium,2024-08-20,2024-12-10
Groundnut,Arachis hypogaea,G7947,Saline,Canal,Potash,F1 Hybrid,Flood,Owned,No,Enrolled,High,2024-09-01,2025-02-07
Maize,Zea mays,M4598,Clayey,Sprinkler,NPK,F1 Hybrid,Dry Spell,Sharecropped,No,Not Enrolled,High,2025-02-13,2025-05-18
Maize,Zea mays,M6309,Saline,River,Potash,Certified,Dry Spell,Owned,Yes,Not Enrolled,Low,2024-10-31,2025-03-17
Wheat,Triticum aestivum,W3796,Laterite,Canal,Compost,Local,Excess Rain,Owned,Yes,Enrolled,Medium,2024-11-19,2025-04-23
Cotton,Gossypium hirsutum,C5301,Alluvial,Rainfed,Potash,Local,Heatwave,Sharecropped,No,Enrolled,Medium,2024-08-31,2024-12-14
Bajra,Pennisetum glaucum,B1054,Laterite,Tube Well,Vermicompost,F1 Hybrid,Flood,Sharecropped,Yes,Enrolled,Low,2024-11-17,2025-04-13
Bajra,Pennisetum glaucum,B8935,Arid,Drip,Compost,Hybrid,Dry Spell,Owned,No,Enrolled,Low,2024-12-08,2025-05-14
Millet,Various,M8600,Red,None,NPK,Local,Dry Spell,Owned,Yes,Not Enrolled,Low,2024-12-10,2025-04-24
Bajra,Pennisetum glaucum,B1180,Laterite,Drip,Potash,Certified,Drought,Owned,No,Not Enrolled,Medium,2025-03-16,2025-09-06
Bajra,Pennisetum glaucum,B8990,Loamy,Drip,Urea,Local,Normal,Sharecropped,Yes,Not Enrolled,Low,2024-12-27,2025-04-24
Rice,Oryza sativa,R8156,Black,Sprinkler,Organic,Local,Normal,Leased,Yes,Not Enrolled,Low,2024-06-12,2024-10-28
Maize,Zea mays,M7041,Black,Drip,Potash,F1 Hybrid,Excess Rain,Sharecropped,Yes,Enrolled,Medium,2025-02-01,2025-07-20
Jowar,Sorghum bicolor,J7714,Red,Rainfed,NPK,Local,Drought,Owned,Yes,Not Enrolled,Medium,2025-03-11,2025-08-08
Gram,Cicer arietinum,G3360,Loamy,Sprinkler,NPK,Local,Drought,Owned,Yes,Not Enrolled,High,2024-10-29,2025-04-01
Sugarcane,Saccharum officinarum,S2321,Alluvial,Rainfed,Vermicompost,Hybrid,Heatwave,Sharecropped,Yes,Not Enrolled,None,2024-07-30,2024-12-09
Millet,Various,M1755,Loamy,Sprinkler,Potash,Hybrid,Drought,Leased,Yes,Not Enrolled,Medium,2024-07-03,2024-11-21
Potato,Solanum tuberosum,P4298,Loamy,Tube Well,Compost,F1 Hybrid,Excess Rain,Owned,Yes,Enrolled,None,2025-01-18,2025-04-19
Maize,Zea mays,M9590,Clayey,Tube Well,Potash,Hybrid,Heatwave,Owned,No,Enrolled,None,2024-08-07,2024-11-17
Onion,Allium cepa,O8921,Black,Drip,Potash,Certified,Dry Spell,Sharecropped,Yes,Not Enrolled,Medium,2024-06-14,2024-12-05
Millet,Various,M3862,Loamy,Tube Well,Vermicompost,Certified,Drought,Leased,Yes,Not Enrolled,Low,2024-09-07,2024-12-11
Potato,Solanum tuberosum,P6973,Black,Sprinkler,NPK,Certified,Normal,Leased,Yes,Not Enrolled,High,2024-06-16,2024-10-10
Potato,Solanum tuberosum,P4687,Red,Sprinkler,Organic,Local,Normal,Leased,Yes,Not Enrolled,High,2025-02-18,2025-06-03
Soybean,Glycine max,S6364,Black,Sprinkler,Organic,F1 Hybrid,Normal,Sharecropped,No,Not Enrolled,None,2024-11-05,2025-03-08
Maize,Zea mays,M9110,Clayey,Drip,Compost,F1 Hybrid,Normal,Leased,No,Enrolled,High,2025-03-25,2025-07-01
Rice,Oryza sativa,R7658,Laterite,Tube Well,DAP,Hybrid,Heatwave,Leased,Yes,Enrolled,Low,2025-03-03,2025-08-18
Wheat,Triticum aestivum,W6450,Black,None,NPK,Certified,Normal,Sharecropped,Yes,Not Enrolled,None,2024-08-31,2024-12-25
Gram,Cicer arietinum,G3872,Clayey,Tube Well,Compost,Certified,Drought,Leased,Yes,Not Enrolled,Low,2024-08-28,2024-12-28
Jowar,Sorghum bicolor,J8437,Black,Canal,NPK,F1 Hybrid,Drought,Sharecropped,Yes,Enrolled,Medium,2024-10-10,2025-02-17
